po_id,order_date,department,category,item,supplier,unit_cost,quantity,total_cost,lead_time_days,promised_days,on_time,on_contract
PO-13440,2025-01-09,Emergency,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,68.95,29,1999.55,10,11,True,False
PO-13441,2025-01-20,Emergency,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,224.8,17,3821.6,7,9,True,True
PO-13442,2025-01-15,Cardiology,Surgical Supplies,Sterile Gauze (case 600),Apex Medical Group,55.6,41,2279.6,11,13,True,True
PO-13443,2025-01-24,Surgery,Surgical Supplies,Suture Kits (box 36),Cardinal Supply Co,198.47,12,2381.64,6,9,True,True
PO-13444,2025-01-13,ICU,Surgical Supplies,Suture Kits (box 36),Cardinal Supply Co,189.42,17,3220.14,8,9,True,True
PO-13445,2025-01-16,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,448.06,6,2688.36,5,6,True,True
PO-13446,2025-01-04,Emergency,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,98.99,44,4355.56,8,9,False,True
PO-13447,2025-01-21,Laboratory,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,925.75,3,2777.25,9,9,True,True
PO-13448,2025-01-06,Surgery,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,183.39,26,4768.14,4,8,True,True
PO-13449,2025-01-23,Emergency,Surgical Supplies,Sterile Gauze (case 600),Cardinal Supply Co,60.03,33,1980.99,4,9,True,True
PO-13450,2025-01-11,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,731.44,4,2925.76,4,6,True,True
PO-13451,2025-01-08,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.21,240,2690.4,10,11,True,True
PO-13452,2025-01-20,ICU,Lab & Diagnostics,Blood Collection Tubes (case 1000),Cardinal Supply Co,109.57,19,2081.83,5,9,True,True
PO-13453,2025-01-24,General Medicine,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,94.97,51,4843.47,8,11,True,True
PO-13454,2025-01-05,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),OmniHealth Partners,277.5,10,2775.0,10,11,True,True
PO-13455,2025-01-25,General Medicine,Surgical Supplies,Suture Kits (box 36),OmniHealth Partners,185.76,7,1300.32,4,11,True,True
PO-13456,2025-01-19,Cardiology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,113.79,19,2162.01,12,13,False,True
PO-13457,2025-01-09,Emergency,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,100.46,40,4018.4,6,11,True,False
PO-13458,2025-01-20,ICU,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,213.86,14,2994.04,5,9,True,True
PO-13459,2025-01-20,Cardiology,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,100.4,37,3714.8,4,9,True,True
PO-13460,2025-01-02,Oncology,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,833.32,3,2499.96,6,6,True,False
PO-13461,2025-01-07,Laboratory,Medical Equipment,ECG Electrodes (case 600),MedLine Direct,90.17,17,1532.89,8,8,True,True
PO-13462,2025-01-01,General Medicine,Lab & Diagnostics,Reagent Pack - Chemistry,MedLine Direct,920.19,3,2760.57,7,8,True,True
PO-13463,2025-01-11,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,727.92,4,2911.68,10,11,True,False
PO-13464,2025-01-02,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,383.82,8,3070.56,11,13,True,True
PO-13465,2025-01-03,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,904.67,2,1809.34,6,9,True,True
PO-13466,2025-01-10,Surgery,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,135.65,9,1220.85,8,8,True,True
PO-13467,2025-01-13,General Medicine,Medical Equipment,Ventilator Circuits (case 20),OmniHealth Partners,252.17,3,756.51,7,11,True,True
PO-13468,2025-01-08,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),Cardinal Supply Co,11.54,225,2596.5,7,9,True,True
PO-13469,2025-01-21,Oncology,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,87.57,24,2101.68,14,13,False,True
PO-13470,2025-01-01,Emergency,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,139.77,10,1397.7,8,8,True,True
PO-13471,2025-01-20,Cardiology,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,264.44,4,1057.76,2,6,True,True
PO-13472,2025-01-23,Emergency,Pharmaceuticals,Saline IV Bags 1L (case 12),MedLine Direct,81.53,27,2201.31,7,8,True,False
PO-13473,2025-01-03,Laboratory,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,103.86,42,4362.12,6,13,True,False
PO-13474,2025-01-08,ICU,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,200.69,20,4013.8,11,13,True,True
PO-13475,2025-01-22,Laboratory,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,302.01,4,1208.04,10,9,False,True
PO-13476,2025-01-24,Laboratory,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,100.4,33,3313.2,1,9,True,False
PO-13477,2025-01-05,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,118.74,20,2374.8,7,11,True,True
PO-13478,2025-01-02,ICU,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,142.51,27,3847.77,12,13,True,True
PO-13479,2025-01-13,Laboratory,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,355.66,5,1778.3,9,13,True,False
PO-13480,2025-01-10,Emergency,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,286.08,6,1716.48,4,9,True,True
PO-13481,2025-01-14,General Medicine,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,638.61,5,3193.05,12,13,False,True
PO-13482,2025-01-14,Cardiology,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,97.43,12,1169.16,4,6,True,True
PO-13483,2025-01-09,Oncology,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,171.86,23,3952.78,10,8,False,True
PO-13484,2025-01-15,Laboratory,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,58.95,27,1591.65,7,11,False,True
PO-13485,2025-01-17,Cardiology,Lab & Diagnostics,Specimen Containers (case 500),OmniHealth Partners,60.65,16,970.4,10,11,True,True
PO-13486,2025-01-12,Emergency,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,160.59,22,3532.98,7,11,True,False
PO-13487,2025-01-01,Cardiology,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,130.15,13,1691.95,6,11,True,True
PO-13488,2025-01-24,ICU,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,393.12,5,1965.6,9,11,True,True
PO-13489,2025-01-27,General Medicine,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,161.55,21,3392.55,13,13,True,True
PO-13490,2025-01-03,ICU,Lab & Diagnostics,Specimen Containers (case 500),MedLine Direct,65.61,16,1049.76,8,8,True,True
PO-13491,2025-01-22,Cardiology,PPE & Safety,Face Shields (case 96),OmniHealth Partners,83.11,12,997.32,13,11,False,True
PO-13492,2025-01-04,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,653.3,4,2613.2,7,11,True,True
PO-13493,2025-01-14,General Medicine,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,226.96,16,3631.36,4,8,True,True
PO-13494,2025-01-08,ICU,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,69.73,43,2998.39,11,13,True,True
PO-13495,2025-01-03,Emergency,Medical Equipment,Infusion Pump Sets (case 24),Cardinal Supply Co,340.68,2,681.36,4,9,True,True
PO-13496,2025-01-27,General Medicine,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,133.47,13,1735.11,10,13,True,True
PO-13497,2025-01-04,Laboratory,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,461.02,5,2305.1,1,9,True,False
PO-13498,2025-01-13,Laboratory,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,211.1,11,2322.1,13,11,False,True
PO-13499,2025-01-17,ICU,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Apex Medical Group,264.19,7,1849.33,10,13,True,True
PO-13500,2025-01-02,Emergency,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,211.28,15,3169.2,7,9,True,True
PO-13501,2025-01-04,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,11.24,325,3653.0,10,13,True,True
PO-13502,2025-01-20,Cardiology,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,64.3,16,1028.8,6,6,True,True
PO-13503,2025-01-15,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,709.39,2,1418.78,11,13,True,False
PO-13504,2025-01-09,ICU,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,132.26,18,2380.68,6,11,False,False
PO-13505,2025-01-02,ICU,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,96.0,20,1920.0,2,6,True,True
PO-13506,2025-01-03,Laboratory,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,916.69,4,3666.76,3,9,True,True
PO-13507,2025-01-16,Surgery,Lab & Diagnostics,Specimen Containers (case 500),OmniHealth Partners,58.81,14,823.34,11,11,True,True
PO-13508,2025-01-17,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,1015.63,3,3046.89,1,6,True,True
PO-13509,2025-01-08,ICU,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,173.69,19,3300.11,7,8,True,True
PO-13510,2025-01-22,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Apex Medical Group,244.2,11,2686.2,11,13,True,True
PO-13511,2025-01-25,Laboratory,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,403.2,5,2016.0,10,13,True,True
PO-13512,2025-01-15,ICU,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,160.99,23,3702.77,1,6,True,True
PO-13513,2025-01-06,Emergency,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,113.4,31,3515.4,11,13,True,False
PO-13514,2025-01-21,Emergency,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,141.87,20,2837.4,12,11,False,True
PO-13515,2025-01-23,Surgery,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,100.39,43,4316.77,8,9,True,True
PO-13516,2025-01-11,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),Cardinal Supply Co,122.98,20,2459.6,8,9,True,False
PO-13517,2025-01-07,Oncology,PPE & Safety,Face Shields (case 96),Apex Medical Group,83.19,14,1164.66,12,13,True,True
PO-13518,2025-01-05,Oncology,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,202.61,18,3646.98,9,11,True,True
PO-13519,2025-01-04,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,655.99,5,3279.95,12,13,False,True
PO-13520,2025-01-12,Surgery,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,171.3,14,2398.2,7,9,True,True
PO-13521,2025-01-23,Laboratory,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,107.88,17,1833.96,6,13,True,True
PO-13522,2025-01-20,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),MedLine Direct,430.25,2,860.5,6,8,True,True
PO-13523,2025-01-22,Surgery,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,99.9,37,3696.3,5,8,True,True
PO-13524,2025-01-25,General Medicine,Surgical Supplies,Sterile Gauze (case 600),Cardinal Supply Co,59.43,13,772.59,4,9,True,True
PO-13525,2025-01-13,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,626.64,4,2506.56,5,11,True,True
PO-13526,2025-01-16,Surgery,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Cardinal Supply Co,290.39,15,4355.85,5,9,True,False
PO-13527,2025-01-24,ICU,Medical Equipment,ECG Electrodes (case 600),OmniHealth Partners,83.54,13,1086.02,10,11,True,True
PO-13528,2025-01-19,Laboratory,PPE & Safety,Face Shields (case 96),Regional MedSupply,93.14,12,1117.68,3,6,True,True
PO-13529,2025-01-27,Surgery,PPE & Safety,Face Shields (case 96),Apex Medical Group,79.42,9,714.78,8,13,True,True
PO-13530,2025-01-18,Oncology,PPE & Safety,Face Shields (case 96),OmniHealth Partners,87.38,14,1223.32,9,11,True,True
PO-13531,2025-01-18,ICU,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,173.71,24,4169.04,7,8,True,True
PO-13532,2025-01-02,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,293.53,4,1174.12,9,13,True,True
PO-13533,2025-01-14,General Medicine,Pharmaceuticals,Propofol Vials (box 10),Regional MedSupply,239.5,16,3832.0,3,6,True,True
PO-13534,2025-01-21,ICU,Lab & Diagnostics,Rapid Flu Test Kits (box 25),MedLine Direct,251.41,15,3771.15,5,8,True,True
PO-13535,2025-01-14,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,108.65,19,2064.35,13,13,True,True
PO-13536,2025-01-21,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,12.18,256,3118.08,2,6,True,True
PO-13537,2025-01-19,Oncology,PPE & Safety,Nitrile Exam Gloves (box 200),MedLine Direct,13.31,239,3181.09,5,8,True,False
PO-13538,2025-01-03,Emergency,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,76.94,50,3847.0,12,13,True,False
PO-13539,2025-01-07,ICU,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,310.06,5,1550.3,9,8,False,True
PO-13540,2025-01-18,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,507.61,5,2538.05,5,6,True,False
PO-13541,2025-01-12,General Medicine,Surgical Supplies,Sterile Gauze (case 600),MedLine Direct,60.87,33,2008.71,3,8,True,True
PO-13542,2025-01-24,Oncology,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,186.89,28,5232.92,4,6,True,False
PO-13543,2025-01-16,ICU,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Regional MedSupply,309.54,10,3095.4,1,6,True,True
PO-13544,2025-01-04,Emergency,PPE & Safety,Face Shields (case 96),Apex Medical Group,77.34,17,1314.78,11,13,False,True
PO-13545,2025-01-16,Oncology,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.49,292,3355.08,9,11,True,True
PO-13546,2025-01-13,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,69.37,15,1040.55,3,6,True,True
PO-13547,2025-01-04,Laboratory,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,437.31,4,1749.24,7,6,False,True
PO-13548,2025-01-21,ICU,PPE & Safety,Face Shields (case 96),MedLine Direct,90.49,10,904.9,7,8,True,True
PO-13549,2025-01-03,Surgery,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,243.59,22,5358.98,5,9,True,False
PO-13550,2025-01-04,Emergency,PPE & Safety,N95 Respirators (case 210),Cardinal Supply Co,140.91,27,3804.57,3,9,True,True
PO-13551,2025-01-10,Surgery,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,860.68,4,3442.72,7,9,True,True
PO-13552,2025-01-12,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,411.44,5,2057.2,5,9,True,True
PO-13553,2025-01-19,Emergency,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,213.6,17,3631.2,6,6,True,True
PO-13554,2025-01-11,ICU,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,90.3,12,1083.6,8,9,True,True
PO-13555,2025-01-01,Laboratory,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,191.5,20,3830.0,7,6,False,True
PO-13556,2025-01-15,Emergency,PPE & Safety,Face Shields (case 96),Apex Medical Group,97.18,15,1457.7,9,13,False,False
PO-13557,2025-01-25,Laboratory,PPE & Safety,Nitrile Exam Gloves (box 200),Cardinal Supply Co,11.67,216,2520.72,4,9,True,True
PO-13558,2025-01-16,Emergency,Lab & Diagnostics,Reagent Pack - Chemistry,MedLine Direct,919.13,2,1838.26,7,8,True,True
PO-13559,2025-01-25,Surgery,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,269.73,4,1078.92,5,9,True,True
PO-13560,2025-01-24,ICU,Pharmaceuticals,Saline IV Bags 1L (case 12),Regional MedSupply,81.12,72,5840.64,5,6,True,True
PO-13561,2025-01-22,Oncology,Pharmaceuticals,Saline IV Bags 1L (case 12),OmniHealth Partners,71.72,54,3872.88,8,11,True,True
PO-13562,2025-01-24,General Medicine,Pharmaceuticals,Saline IV Bags 1L (case 12),OmniHealth Partners,73.42,36,2643.12,8,11,True,True
PO-13563,2025-01-20,General Medicine,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,305.7,2,611.4,1,6,True,False
PO-13564,2025-01-17,Laboratory,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,216.73,18,3901.14,6,8,True,True
PO-13565,2025-01-22,Emergency,Medical Equipment,Infusion Pump Sets (case 24),Cardinal Supply Co,351.04,6,2106.24,5,9,True,True
PO-13566,2025-01-15,Cardiology,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,144.17,25,3604.25,11,13,True,True
PO-13567,2025-01-17,Cardiology,Pharmaceuticals,Saline IV Bags 1L (case 12),MedLine Direct,77.75,58,4509.5,3,8,True,True
PO-13568,2025-01-14,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,411.65,3,1234.95,8,9,True,True
PO-13569,2025-01-19,ICU,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,147.27,10,1472.7,1,6,True,True
PO-13570,2025-01-03,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,301.33,3,903.99,6,8,True,True
PO-13571,2025-01-11,Surgery,Lab & Diagnostics,Specimen Containers (case 500),OmniHealth Partners,71.19,16,1139.04,12,11,False,False
PO-13572,2025-01-15,Emergency,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,299.05,6,1794.3,5,9,True,True
PO-13573,2025-01-12,General Medicine,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,179.31,22,3944.82,12,13,True,True
PO-13574,2025-01-23,Oncology,Medical Equipment,Infusion Pump Sets (case 24),Cardinal Supply Co,338.4,5,1692.0,7,9,True,True
PO-13575,2025-01-08,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,73.34,18,1320.12,8,6,False,True
PO-13576,2025-01-26,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,387.78,5,1938.9,13,13,True,True
PO-13577,2025-01-11,Surgery,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,213.96,20,4279.2,9,13,True,True
PO-13578,2025-01-06,ICU,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,338.5,6,2031.0,8,11,True,True
PO-13579,2025-01-19,Cardiology,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,207.62,22,4567.64,8,11,True,True
PO-13580,2025-01-08,Surgery,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,99.97,32,3199.04,5,8,True,True
PO-13581,2025-01-06,Oncology,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,216.51,16,3464.16,5,8,True,True
PO-13582,2025-01-18,Surgery,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,95.98,25,2399.5,13,13,False,True
PO-13583,2025-01-10,Laboratory,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,166.44,19,3162.36,4,9,True,True
PO-13584,2025-01-27,General Medicine,Medical Equipment,Ventilator Circuits (case 20),Apex Medical Group,245.11,3,735.33,11,13,False,True
PO-13585,2025-01-26,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),MedLine Direct,745.22,5,3726.1,5,8,True,False
PO-13586,2025-01-22,Laboratory,Pharmaceuticals,Saline IV Bags 1L (case 12),MedLine Direct,76.94,76,5847.44,5,8,True,True
PO-13587,2025-01-01,Cardiology,Surgical Supplies,Sterile Gauze (case 600),Cardinal Supply Co,60.37,25,1509.25,7,9,True,True
PO-13588,2025-01-06,Laboratory,PPE & Safety,Nitrile Exam Gloves (box 200),MedLine Direct,11.67,252,2940.84,2,8,True,True
PO-13589,2025-01-05,Emergency,Medical Equipment,Infusion Pump Sets (case 24),Regional MedSupply,388.12,5,1940.6,8,6,False,True
PO-13590,2025-01-19,Laboratory,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,77.26,14,1081.64,2,6,True,True
PO-13591,2025-01-06,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,126.56,11,1392.16,8,11,True,False
PO-13592,2025-01-11,Cardiology,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,203.89,22,4485.58,5,6,True,False
PO-13593,2025-01-20,Cardiology,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,438.01,4,1752.04,3,6,True,True
PO-13594,2025-01-14,Emergency,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,213.55,13,2776.15,7,9,True,True
PO-13595,2025-01-09,General Medicine,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,86.11,20,1722.2,10,13,True,True
PO-13596,2025-01-06,Cardiology,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,184.37,14,2581.18,9,13,True,True
PO-13597,2025-01-12,Emergency,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,311.61,3,934.83,2,9,False,False
PO-13598,2025-01-09,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,413.79,1,413.79,9,13,True,True
PO-13599,2025-01-22,Oncology,Pharmaceuticals,Saline IV Bags 1L (case 12),Regional MedSupply,81.32,67,5448.44,4,6,True,True
PO-13600,2025-01-21,ICU,PPE & Safety,N95 Respirators (case 210),MedLine Direct,168.05,26,4369.3,4,8,True,False
PO-13601,2025-01-03,ICU,PPE & Safety,N95 Respirators (case 210),Cardinal Supply Co,156.35,23,3596.05,7,9,True,False
PO-13602,2025-01-13,Emergency,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.13,292,3249.96,9,11,True,True
PO-13603,2025-01-15,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,338.94,2,677.88,6,8,True,False
PO-13604,2025-01-10,Cardiology,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,279.64,3,838.92,2,6,True,True
PO-13605,2025-01-15,General Medicine,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,104.58,48,5019.84,6,8,True,True
PO-13606,2025-01-23,General Medicine,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,127.48,8,1019.84,12,13,False,True
PO-13607,2025-01-10,Oncology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,133.69,19,2540.11,12,13,False,False
PO-13608,2025-01-21,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,881.94,2,1763.88,11,11,True,True
PO-13609,2025-01-14,Emergency,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,270.26,4,1081.04,7,9,True,True
PO-13610,2025-01-22,ICU,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,338.16,3,1014.48,7,6,False,True
PO-13611,2025-01-17,Surgery,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,127.43,13,1656.59,10,11,True,True
PO-13612,2025-01-13,Surgery,Medical Equipment,ECG Electrodes (case 600),OmniHealth Partners,87.29,11,960.19,13,11,False,True
PO-13613,2025-01-23,Surgery,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,158.11,21,3320.31,6,13,True,True
PO-13614,2025-01-09,ICU,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,130.97,8,1047.76,8,11,False,True
PO-13615,2025-01-15,Laboratory,Pharmaceuticals,Saline IV Bags 1L (case 12),Cardinal Supply Co,75.89,57,4325.73,3,9,True,True
PO-13616,2025-01-06,Surgery,Lab & Diagnostics,Specimen Containers (case 500),MedLine Direct,64.68,14,905.52,5,8,True,True
PO-13617,2025-01-20,Cardiology,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,420.49,5,2102.45,6,9,True,True
PO-13618,2025-01-03,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),MedLine Direct,12.36,137,1693.32,7,8,True,True
PO-13619,2025-01-18,Surgery,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,315.02,6,1890.12,11,13,False,False
PO-13620,2025-01-06,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,653.0,5,3265.0,10,11,True,True
PO-13621,2025-01-27,ICU,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,400.94,5,2004.7,7,9,True,True
PO-13622,2025-01-12,Oncology,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,66.52,34,2261.68,2,6,True,True
PO-13623,2025-01-18,Oncology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,117.3,16,1876.8,12,13,True,True
PO-13624,2025-01-08,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,68.39,10,683.9,5,6,True,True
PO-13625,2025-01-08,Cardiology,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,661.26,4,2645.04,9,9,True,True
PO-13626,2025-01-15,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Regional MedSupply,428.38,6,2570.28,2,6,True,False
PO-13627,2025-01-24,Laboratory,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,91.81,41,3764.21,9,13,True,True
PO-13628,2025-01-20,Oncology,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,11.2,212,2374.4,15,13,False,True
PO-13629,2025-01-20,Emergency,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,172.2,30,5166.0,5,8,True,True
PO-13630,2025-01-11,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),Cardinal Supply Co,136.19,21,2859.99,1,9,True,False
PO-13631,2025-01-08,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),MedLine Direct,285.24,8,2281.92,3,8,True,True
PO-13632,2025-01-27,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),OmniHealth Partners,293.08,4,1172.32,11,11,True,True
PO-13633,2025-01-26,General Medicine,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,94.93,42,3987.06,7,8,True,True
PO-13634,2025-01-21,General Medicine,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,92.67,48,4448.16,6,11,True,True
PO-13635,2025-01-07,ICU,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,95.2,27,2570.4,12,11,False,True
PO-13636,2025-01-09,General Medicine,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Apex Medical Group,272.41,12,3268.92,14,13,False,True
PO-13637,2025-01-03,Oncology,Medical Equipment,Ventilator Circuits (case 20),Apex Medical Group,239.66,3,718.98,12,13,True,True
PO-13638,2025-01-21,Laboratory,Lab & Diagnostics,Blood Collection Tubes (case 1000),Cardinal Supply Co,118.55,14,1659.7,8,9,True,True
